+-----+-------------------------------------------------------+-------------------+---------------+----------------+------------+------------+----------+----------+----------+------------+---------+----------+------------+
|     | Name                                                  | Shape             |   NNZ (dense) |   NNZ (sparse) |   Cols (%) |   Rows (%) |   Ch (%) |   2D (%) |   3D (%) |   Fine (%) |     Std |     Mean |   Abs-Mean |
| 113 | module.features.denseblock4.denselayer13.conv2.weight | (32, 128, 3, 3)   |         36864 |          36864 |    0.00000 |    0.00000 |  0.00000 |  0.00000 |  0.00000 |    0.00000 | 0.00114 |  0.00009 |    0.00011 |
| 114 | module.features.denseblock4.denselayer14.conv1.weight | (128, 928, 1, 1)  |        118784 |         118784 |    0.00000 |    0.00000 |  0.00000 |  0.00000 |  0.00000 |    0.00000 | 0.00040 |  0.00002 |    0.00003 |
| 115 | module.features.denseblock4.denselayer14.conv2.weight | (32, 128, 3, 3)   |         36864 |          36864 |    0.00000 |    0.00000 |  0.00000 |  0.00000 |  0.00000 |    0.00000 | 0.00113 |  0.00011 |    0.00012 |
| 116 | module.features.denseblock4.denselayer15.conv1.weight | (128, 960, 1, 1)  |        122880 |         122880 |    0.00000 |    0.00000 |  0.00000 |  0.00000 |  0.00000 |    0.00000 | 0.00036 |  0.00001 |    0.00003 |
| 117 | module.features.denseblock4.denselayer15.conv2.weight | (32, 128, 3, 3)   |         36864 |          36864 |    0.00000 |    0.00000 |  0.00000 |  0.00000 |  0.00000 |    0.00000 | 0.00102 |  0.00005 |    0.00009 |
| 118 | module.features.denseblock4.denselayer16.conv1.weight | (128, 992, 1, 1)  |        126976 |         126976 |    0.00000 |    0.00000 |  0.00000 |  0.00000 |  0.00000 |    0.00000 | 0.00041 |  0.00003 |    0.00004 |
| 119 | module.features.denseblock4.denselayer16.conv2.weight | (32, 128, 3, 3)   |         36864 |          36864 |    0.00000 |    0.00000 |  0.00000 |  0.00000 |  0.00000 |    0.00000 | 0.00121 |  0.00013 |    0.00016 |
| 120 | module.classifier.weight                              | (10, 1024)        |         10240 |          10240 |    0.00000 |    0.00000 |  0.00000 |  0.00000 |  0.00000 |    0.00000 | 0.03880 |  0.00000 |    0.01975 |
| 121 | Total sparsity:                                       | -                 |       6872768 |        6872768 |    0.00000 |    0.00000 |  0.00000 |  0.00000 |  0.00000 |    0.00000 | 0.00000 |  0.00000 |    0.00000 |
+-----+-------------------------------------------------------+-------------------+---------------+----------------+------------+------------+----------+----------+----------+------------+---------+----------+------------+
Total sparsity: 0.00
Top1 accuracy 92.79, Top 5 accuracy 99.70
