parameter,sparsity,nat_top1,nat_top5,nat_loss,adv_top1,adv_top5,adv_loss,variance
module.basic_model.model.7.3.weight,0.1,69.57,89.072,1.2836479661331996,0.20000000000000018,2.2560000000000024,28.760477916597953,0.2702777087688446
module.basic_model.model.7.3.weight,0.15000000000000002,69.57,89.072,1.2836479661331996,0.19799999999999818,2.2739999999999982,28.761596582977774,0.2702777087688446
module.basic_model.model.7.3.weight,0.2,69.57,89.072,1.2836479661331996,0.20400000000000418,2.2399999999999975,28.758987772716427,0.2702777087688446
module.basic_model.model.7.3.weight,0.25,69.57,89.072,1.2836479688026317,0.19799999999999818,2.281999999999995,28.745790577361955,0.2702777087688446
module.basic_model.model.7.3.weight,0.30000000000000004,69.57,89.072,1.283647735455978,0.20200000000000218,2.2760000000000002,28.754778467838527,0.2702777087688446
module.basic_model.model.7.3.weight,0.35000000000000003,69.572,89.064,1.2836926009360594,0.20000000000000018,2.2560000000000024,28.78451669635636,0.2702777087688446
module.basic_model.model.7.3.weight,0.4,69.596,89.022,1.2852309524288414,0.19200000000000328,2.2540000000000004,28.900784807333324,0.2702777087688446
module.basic_model.model.7.3.weight,0.45,69.39800000000001,89.018,1.2855678079453186,0.19599999999999618,2.2560000000000024,28.74361809323555,0.2702777087688446
module.basic_model.model.7.3.weight,0.5,69.314,88.984,1.2911531415339534,0.19599999999999618,2.2279999999999966,29.005426387335355,0.2702777087688446
module.basic_model.model.7.3.weight,0.55,69.15599999999999,88.81400000000001,1.3034868658694847,0.18000000000000238,2.061999999999997,29.05885583532219,0.2702777087688446
module.basic_model.model.7.3.weight,0.6000000000000001,68.726,88.52799999999999,1.3204120160750807,0.17200000000000548,1.976,29.08730050317004,0.2702777087688446
module.basic_model.model.7.3.weight,0.65,68.19999999999999,88.16199999999999,1.3456715434236701,0.18200000000000438,1.9379999999999953,28.819453058224553,0.2702777087688446
module.basic_model.model.7.3.weight,0.7000000000000001,66.83,87.42,1.406982256789585,0.16599999999999948,1.7299999999999982,29.692041516075214,0.2702777087688446
module.basic_model.model.7.3.weight,0.75,65.03399999999999,86.09,1.5083487055962193,0.16399999999999748,1.763999999999999,29.726929119132013,0.2702777087688446
module.basic_model.model.7.3.weight,0.8,61.528000000000006,83.86,1.673717651242107,0.11999999999999789,1.2199999999999989,30.909925333902912,0.2702777087688446
module.basic_model.model.7.3.weight,0.8500000000000001,53.564,77.292,2.140071770699452,0.08799999999999919,0.763999999999998,32.2202976712491,0.2702777087688446
module.basic_model.model.7.3.weight,0.9,39.288000000000004,63.574,3.175262509975688,0.048000000000003595,0.48799999999999955,33.304876350090424,0.2702777087688446
module.basic_model.model.8.0.weight,0.0,69.57,89.072,1.2836479661331996,0.19799999999999818,2.2560000000000024,28.760396712724777,0.3482493758201599
module.basic_model.model.8.0.weight,0.05,69.57,89.072,1.2836479661331996,0.19400000000000528,2.2680000000000033,28.758293708928154,0.3482493758201599
module.basic_model.model.8.0.weight,0.1,69.57,89.072,1.2836479661331996,0.19799999999999818,2.2639999999999993,28.750777568865917,0.3482493758201599
module.basic_model.model.8.0.weight,0.15000000000000002,69.57,89.072,1.2836479661331996,0.19799999999999818,2.2599999999999953,28.761450879175676,0.3482493758201599
module.basic_model.model.8.0.weight,0.2,69.56800000000001,89.072,1.2836459978070687,0.19000000000000128,2.2560000000000024,28.760055471214088,0.3482493758201599
module.basic_model.model.8.0.weight,0.25,69.56,89.084,1.2838703815325352,0.20200000000000218,2.2419999999999995,28.755384850944328,0.3482493758201599
module.basic_model.model.8.0.weight,0.30000000000000004,69.49600000000001,89.086,1.2860176811520299,0.18599999999999728,2.212000000000003,28.847380121320192,0.3482493758201599
module.basic_model.model.8.0.weight,0.35000000000000003,69.37,88.984,1.291036217699275,0.17599999999999838,2.1379999999999955,29.35844117711924,0.3482493758201599
module.basic_model.model.8.0.weight,0.4,69.114,88.616,1.3118133937709997,0.14999999999999458,1.9179999999999975,30.48815639493407,0.3482493758201599
module.basic_model.model.8.0.weight,0.45,68.358,88.264,1.3385298411509057,0.17000000000000348,1.7859999999999987,30.354306258838008,0.3482493758201599
module.basic_model.model.8.0.weight,0.5,66.702,87.406,1.4000128406557015,0.14199999999999768,1.5499999999999958,31.083978244149353,0.3482493758201599
module.basic_model.model.8.0.weight,0.55,63.6,85.256,1.5646660539559352,0.11400000000000299,1.0539999999999994,34.525825529775815,0.3482493758201599
module.basic_model.model.8.0.weight,0.6000000000000001,58.632,81.712,1.842693106951198,0.08399999999999519,0.761999999999996,37.77916463399189,0.3482493758201599
module.basic_model.model.8.0.weight,0.65,50.29,74.576,2.417752510068973,0.053999999999998494,0.5240000000000022,41.62364564213477,0.3482493758201599
