parameter,sparsity,top1,top5,loss,variance
module.layer1.2.conv1.weight,0.55,75.992,92.84400000000001,0.9628375716963591,0.03008028119802475
module.layer1.2.conv1.weight,0.6000000000000001,75.958,92.804,0.9652522549945488,0.03008028119802475
module.layer1.2.conv1.weight,0.65,75.876,92.792,0.9676579209614766,0.03008028119802475
module.layer1.2.conv1.weight,0.7000000000000001,75.72,92.75,0.9698208619137201,0.03008028119802475
module.layer1.2.conv1.weight,0.75,75.564,92.604,0.9818491172425602,0.03008028119802475
module.layer1.2.conv1.weight,0.8,74.982,92.426,1.003263310510285,0.03008028119802475
module.layer1.2.conv1.weight,0.8500000000000001,74.044,91.838,1.048373961327027,0.03008028119802475
module.layer1.2.conv1.weight,0.9,71.72,90.568,1.1487529688343707,0.03008028119802475
module.layer1.2.conv2.weight,0.0,76.13,92.862,0.9615176666756065,0.03177524358034134
module.layer1.2.conv2.weight,0.05,76.134,92.86,0.9630290668229664,0.03177524358034134
module.layer1.2.conv2.weight,0.1,76.12,92.86,0.9620367209522093,0.03177524358034134
module.layer1.2.conv2.weight,0.15000000000000002,76.114,92.85799999999999,0.9616300813397589,0.03177524358034134
module.layer1.2.conv2.weight,0.2,76.12400000000001,92.848,0.9619809063721675,0.03177524358034134
module.layer1.2.conv2.weight,0.25,76.118,92.85600000000001,0.9622978732293963,0.03177524358034134
module.layer1.2.conv2.weight,0.30000000000000004,76.084,92.872,0.9623544048898068,0.03177524358034134
module.layer1.2.conv2.weight,0.35000000000000003,76.078,92.86999999999999,0.9624619210252956,0.03177524358034134
module.layer1.2.conv2.weight,0.4,76.114,92.866,0.9626750693637497,0.03177524358034134
module.layer1.2.conv2.weight,0.45,76.116,92.876,0.9634812988188803,0.03177524358034134
module.layer1.2.conv2.weight,0.5,76.096,92.866,0.9629113424797451,0.03177524358034134
module.layer1.2.conv2.weight,0.55,76.05,92.876,0.9640601961588375,0.03177524358034134
module.layer1.2.conv2.weight,0.6000000000000001,75.942,92.80000000000001,0.9656746767613352,0.03177524358034134
module.layer1.2.conv2.weight,0.65,75.884,92.774,0.9697537969569765,0.03177524358034134
module.layer1.2.conv2.weight,0.7000000000000001,75.80799999999999,92.784,0.9713792238308461,0.03177524358034134
module.layer1.2.conv2.weight,0.75,75.654,92.716,0.977355545880843,0.03177524358034134
module.layer1.2.conv2.weight,0.8,75.156,92.474,0.9934206994212403,0.03177524358034134
module.layer1.2.conv2.weight,0.8500000000000001,75.05199999999999,92.36800000000001,0.9969578297162538,0.03177524358034134
module.layer1.2.conv2.weight,0.9,74.396,91.996,1.0307396285387926,0.03177524358034134
module.layer1.2.conv3.weight,0.0,76.13,92.862,0.9613438938953446,0.031086357310414314
module.layer1.2.conv3.weight,0.05,76.13,92.862,0.9612417829279996,0.031086357310414314
module.layer1.2.conv3.weight,0.1,76.128,92.85799999999999,0.9619156517544571,0.031086357310414314
module.layer1.2.conv3.weight,0.15000000000000002,76.12400000000001,92.85799999999999,0.961900884399609,0.031086357310414314
module.layer1.2.conv3.weight,0.2,76.12400000000001,92.864,0.9608280683050349,0.031086357310414314
module.layer1.2.conv3.weight,0.25,76.12400000000001,92.85799999999999,0.9618292441781684,0.031086357310414314
module.layer1.2.conv3.weight,0.30000000000000004,76.12400000000001,92.86999999999999,0.9609330095806902,0.031086357310414314
module.layer1.2.conv3.weight,0.35000000000000003,76.128,92.876,0.9607613138398344,0.031086357310414314
module.layer1.2.conv3.weight,0.4,76.122,92.868,0.9625171051949868,0.031086357310414314
module.layer1.2.conv3.weight,0.45,76.128,92.86999999999999,0.9625059493950435,0.031086357310414314
module.layer1.2.conv3.weight,0.5,76.132,92.864,0.9604268323402015,0.031086357310414314
module.layer1.2.conv3.weight,0.55,76.13600000000001,92.854,0.9630499804506494,0.031086357310414314
module.layer1.2.conv3.weight,0.6000000000000001,76.09,92.84599999999999,0.9618301789979549,0.031086357310414314
module.layer1.2.conv3.weight,0.65,76.056,92.866,0.9627146657024112,0.031086357310414314
module.layer1.2.conv3.weight,0.7000000000000001,76.01,92.85799999999999,0.9624407245796552,0.031086357310414314
module.layer1.2.conv3.weight,0.75,76.02,92.842,0.962942976124432,0.031086357310414314
module.layer1.2.conv3.weight,0.8,75.976,92.83399999999999,0.965637206118934,0.031086357310414314
module.layer1.2.conv3.weight,0.8500000000000001,75.806,92.814,0.972815657452661,0.031086357310414314
module.layer1.2.conv3.weight,0.9,75.40400000000001,92.592,0.9900440376023858,0.031086357310414314
module.layer2.0.conv1.weight,0.0,76.13,92.862,0.9627597477971291,0.03541983664035797
module.layer2.0.conv1.weight,0.05,76.134,92.85799999999999,0.9628938856173537,0.03541983664035797
module.layer2.0.conv1.weight,0.1,76.152,92.866,0.962613152910252,0.03541983664035797
module.layer2.0.conv1.weight,0.15000000000000002,76.132,92.88,0.9616990883131419,0.03541983664035797
module.layer2.0.conv1.weight,0.2,76.11,92.886,0.9625425068091377,0.03541983664035797
module.layer2.0.conv1.weight,0.25,76.076,92.9,0.9619198386766474,0.03541983664035797
module.layer2.0.conv1.weight,0.30000000000000004,76.024,92.886,0.9638755434021657,0.03541983664035797
module.layer2.0.conv1.weight,0.35000000000000003,76.03,92.88,0.9634894293789961,0.03541983664035797
module.layer2.0.conv1.weight,0.4,75.968,92.82000000000001,0.9664396804814434,0.03541983664035797
module.layer2.0.conv1.weight,0.45,75.952,92.84599999999999,0.9658340951617882,0.03541983664035797
module.layer2.0.conv1.weight,0.5,75.852,92.822,0.9695832671559588,0.03541983664035797
module.layer2.0.conv1.weight,0.55,75.69399999999999,92.762,0.9757099163775544,0.03541983664035797
module.layer2.0.conv1.weight,0.6000000000000001,75.566,92.69000000000001,0.9803610659983691,0.03541983664035797
module.layer2.0.conv1.weight,0.65,75.47399999999999,92.584,0.9885041196735542,0.03541983664035797
module.layer2.0.conv1.weight,0.7000000000000001,75.25800000000001,92.422,1.0027759640800713,0.03541983664035797
module.layer2.0.conv1.weight,0.75,74.25399999999999,91.996,1.0353726650379143,0.03541983664035797
module.layer2.0.conv1.weight,0.8,72.54,91.10199999999999,1.1149260943033257,0.03541983664035797
module.layer2.0.conv1.weight,0.8500000000000001,65.82000000000001,86.228,1.4768406736607453,0.03541983664035797
module.layer2.0.conv1.weight,0.9,51.38199999999999,74.436,2.3199449576893625,0.03541983664035797
module.layer2.0.conv2.weight,0.0,76.13,92.862,0.9611232256402775,0.022289231419563293
module.layer2.0.conv2.weight,0.05,76.128,92.85799999999999,0.9611677937969872,0.022289231419563293
module.layer2.0.conv2.weight,0.1,76.12,92.854,0.9629462434321036,0.022289231419563293
module.layer2.0.conv2.weight,0.15000000000000002,76.094,92.854,0.961447625135889,0.022289231419563293
module.layer2.0.conv2.weight,0.2,76.114,92.85600000000001,0.9630023964813778,0.022289231419563293
module.layer2.0.conv2.weight,0.25,76.098,92.83399999999999,0.9611167740456915,0.022289231419563293
module.layer2.0.conv2.weight,0.30000000000000004,76.058,92.852,0.9626221556444563,0.022289231419563293
module.layer2.0.conv2.weight,0.35000000000000003,76.042,92.85799999999999,0.9618238079912806,0.022289231419563293
module.layer2.0.conv2.weight,0.4,76.03800000000001,92.814,0.9626952485770597,0.022289231419563293
module.layer2.0.conv2.weight,0.45,76.028,92.82000000000001,0.9635260041270938,0.022289231419563293
module.layer2.0.conv2.weight,0.5,76.008,92.83200000000001,0.9658063488955403,0.022289231419563293
module.layer2.0.conv2.weight,0.55,75.89399999999999,92.774,0.9687409327954662,0.022289231419563293
module.layer2.0.conv2.weight,0.6000000000000001,75.852,92.746,0.9714272396296866,0.022289231419563293
module.layer2.0.conv2.weight,0.65,75.68599999999999,92.704,0.9781644161866637,0.022289231419563293
module.layer2.0.conv2.weight,0.7000000000000001,75.444,92.562,0.9867717076321039,0.022289231419563293
module.layer2.0.conv2.weight,0.75,75.21,92.47,1.0013177571248035,0.022289231419563293
module.layer2.0.conv2.weight,0.8,74.478,92.072,1.0342543459668458,0.022289231419563293
module.layer2.0.conv2.weight,0.8500000000000001,73.224,91.334,1.0905016894851418,0.022289231419563293
module.layer2.0.conv2.weight,0.9,71.476,90.334,1.16830795395131,0.022289231419563293
module.layer2.0.conv3.weight,0.0,76.13,92.862,0.9608531801068049,0.02808280847966671
module.layer2.0.conv3.weight,0.05,76.13,92.862,0.9613541081851846,0.02808280847966671
module.layer2.0.conv3.weight,0.1,76.13,92.862,0.9625167205017441,0.02808280847966671
module.layer2.0.conv3.weight,0.15000000000000002,76.134,92.864,0.9622461290992036,0.02808280847966671
module.layer2.0.conv3.weight,0.2,76.12400000000001,92.854,0.9634213517515026,0.02808280847966671
module.layer2.0.conv3.weight,0.25,76.12400000000001,92.864,0.9615231840586169,0.02808280847966671
module.layer2.0.conv3.weight,0.30000000000000004,76.116,92.864,0.9613748858777844,0.02808280847966671
module.layer2.0.conv3.weight,0.35000000000000003,76.128,92.864,0.9626945710303835,0.02808280847966671
module.layer2.0.conv3.weight,0.4,76.092,92.86999999999999,0.9610633485171258,0.02808280847966671
module.layer2.0.conv3.weight,0.45,76.094,92.886,0.9619953282633609,0.02808280847966671
module.layer2.0.conv3.weight,0.5,76.088,92.916,0.962817484626965,0.02808280847966671
module.layer2.0.conv3.weight,0.55,76.01,92.91199999999999,0.9628760537930898,0.02808280847966671
module.layer2.0.conv3.weight,0.6000000000000001,76.01400000000001,92.85600000000001,0.9633276219270662,0.02808280847966671
module.layer2.0.conv3.weight,0.65,75.968,92.838,0.9636936221195724,0.02808280847966671
module.layer2.0.conv3.weight,0.7000000000000001,75.91600000000001,92.824,0.9659795606014681,0.02808280847966671
module.layer2.0.conv3.weight,0.75,75.812,92.714,0.9706001415544627,0.02808280847966671
module.layer2.0.conv3.weight,0.8,75.658,92.75,0.9764219519435139,0.02808280847966671
module.layer2.0.conv3.weight,0.8500000000000001,75.30799999999999,92.44600000000001,0.9950656021127893,0.02808280847966671
module.layer2.0.conv3.weight,0.9,74.31,92.022,1.0332505778998748,0.02808280847966671
module.layer2.0.downsample.0.weight,0.0,76.13,92.862,0.9630827021842099,0.02311495691537857
module.layer2.0.downsample.0.weight,0.05,76.13,92.862,0.9628126937515878,0.02311495691537857
module.layer2.0.downsample.0.weight,0.1,76.13,92.862,0.9620299640358713,0.02311495691537857
module.layer2.0.downsample.0.weight,0.15000000000000002,76.132,92.86999999999999,0.96204083032754,0.02311495691537857
module.layer2.0.downsample.0.weight,0.2,76.12400000000001,92.85799999999999,0.9608926198312217,0.02311495691537857
module.layer2.0.downsample.0.weight,0.25,76.094,92.878,0.9614868337402538,0.02311495691537857
module.layer2.0.downsample.0.weight,0.30000000000000004,76.122,92.882,0.9615525928687081,0.02311495691537857
module.layer2.0.downsample.0.weight,0.35000000000000003,76.108,92.882,0.9618178672936498,0.02311495691537857
module.layer2.0.downsample.0.weight,0.4,76.078,92.878,0.9608225925844542,0.02311495691537857
module.layer2.0.downsample.0.weight,0.45,76.088,92.872,0.9618370976983285,0.02311495691537857
module.layer2.0.downsample.0.weight,0.5,76.058,92.85,0.9624211763849059,0.02311495691537857
module.layer2.0.downsample.0.weight,0.55,76.032,92.84599999999999,0.9628697141092651,0.02311495691537857
module.layer2.0.downsample.0.weight,0.6000000000000001,75.948,92.84400000000001,0.9642864815434632,0.02311495691537857
module.layer2.0.downsample.0.weight,0.65,75.9,92.83399999999999,0.9656668618625527,0.02311495691537857
module.layer2.0.downsample.0.weight,0.7000000000000001,75.862,92.796,0.966563640200362,0.02311495691537857
module.layer2.0.downsample.0.weight,0.75,75.75,92.768,0.9686090140318383,0.02311495691537857
module.layer2.0.downsample.0.weight,0.8,75.682,92.762,0.9694018327459998,0.02311495691537857
module.layer2.0.downsample.0.weight,0.8500000000000001,75.46,92.656,0.978296054869282,0.02311495691537857
module.layer2.0.downsample.0.weight,0.9,75.002,92.41,0.999638979228175,0.02311495691537857
module.layer2.1.conv1.weight,0.0,76.13,92.862,0.9624244062876216,0.016658911481499672
module.layer2.1.conv1.weight,0.05,76.13,92.862,0.9608664387951092,0.016658911481499672
module.layer2.1.conv1.weight,0.1,76.13,92.862,0.9619444015682957,0.016658911481499672
module.layer2.1.conv1.weight,0.15000000000000002,76.13,92.862,0.9623729665668648,0.016658911481499672
module.layer2.1.conv1.weight,0.2,76.128,92.86,0.9622034622090205,0.016658911481499672
module.layer2.1.conv1.weight,0.25,76.128,92.864,0.9605526905886981,0.016658911481499672
