parameter,sparsity,top1,top5,loss,variance
module.layer1.0.conv3.weight,0.65,92.06,99.74,0.27311406694352625,0.004137189593166113
module.layer1.0.conv3.weight,0.7000000000000001,92.07,99.74,0.2715096086263658,0.004137189593166113
module.layer1.0.conv3.weight,0.75,92.01,99.74,0.2799975965172052,0.004137189593166113
module.layer1.0.conv3.weight,0.8,92.01,99.74,0.2886229649186135,0.004137189593166113
module.layer1.0.conv3.weight,0.8500000000000001,92.08,99.72,0.28234865590929986,0.004137189593166113
module.layer1.0.conv3.weight,0.9,91.99,99.72999999999999,0.2781514029949904,0.004137189593166113
module.layer1.0.downsample.0.weight,0.0,92.12,99.74,0.27094654813408847,0.0066220746375620365
module.layer1.0.downsample.0.weight,0.05,92.12,99.74,0.2780001319944858,0.0066220746375620365
module.layer1.0.downsample.0.weight,0.1,92.12,99.74,0.2807487145066262,0.0066220746375620365
module.layer1.0.downsample.0.weight,0.15000000000000002,92.12,99.74,0.2714043516665697,0.0066220746375620365
module.layer1.0.downsample.0.weight,0.2,92.13,99.74,0.2731735613197088,0.0066220746375620365
module.layer1.0.downsample.0.weight,0.25,92.12,99.75,0.27689770683646203,0.0066220746375620365
module.layer1.0.downsample.0.weight,0.30000000000000004,92.10000000000001,99.74,0.2723047349601984,0.0066220746375620365
module.layer1.0.downsample.0.weight,0.35000000000000003,92.09,99.74,0.2729112654924393,0.0066220746375620365
module.layer1.0.downsample.0.weight,0.4,92.11,99.74,0.2708134654909372,0.0066220746375620365
module.layer1.0.downsample.0.weight,0.45,92.07,99.75,0.2750114526599644,0.0066220746375620365
module.layer1.0.downsample.0.weight,0.5,92.10000000000001,99.76,0.27191991247236735,0.0066220746375620365
module.layer1.0.downsample.0.weight,0.55,92.04,99.76,0.2717170029878617,0.0066220746375620365
module.layer1.0.downsample.0.weight,0.6000000000000001,92.08,99.75,0.2755298823118209,0.0066220746375620365
module.layer1.0.downsample.0.weight,0.65,91.96,99.75,0.2811522010713816,0.0066220746375620365
module.layer1.0.downsample.0.weight,0.7000000000000001,91.9,99.74,0.279952261224389,0.0066220746375620365
module.layer1.0.downsample.0.weight,0.75,91.66,99.72999999999999,0.2883259568363429,0.0066220746375620365
module.layer1.0.downsample.0.weight,0.8,90.71000000000001,99.66000000000001,0.32075719535350794,0.0066220746375620365
module.layer1.0.downsample.0.weight,0.8500000000000001,88.19,99.22,0.41163871139287944,0.0066220746375620365
module.layer1.0.downsample.0.weight,0.9,76.53999999999999,96.39,0.8202970072627068,0.0066220746375620365
module.layer1.1.conv1.weight,0.0,92.12,99.74,0.28145649544894696,0.0027725095860660076
module.layer1.1.conv1.weight,0.05,92.12,99.74,0.27901605851948263,0.0027725095860660076
module.layer1.1.conv1.weight,0.1,92.13,99.74,0.2892848752439023,0.0027725095860660076
module.layer1.1.conv1.weight,0.15000000000000002,92.11,99.74,0.27434524111449715,0.0027725095860660076
module.layer1.1.conv1.weight,0.2,92.13,99.74,0.2710146982222795,0.0027725095860660076
module.layer1.1.conv1.weight,0.25,92.11,99.74,0.2740250956267119,0.0027725095860660076
module.layer1.1.conv1.weight,0.30000000000000004,92.11,99.74,0.28086514770984655,0.0027725095860660076
module.layer1.1.conv1.weight,0.35000000000000003,92.11,99.74,0.28485644906759267,0.0027725095860660076
module.layer1.1.conv1.weight,0.4,92.07,99.74,0.2715333268046378,0.0027725095860660076
module.layer1.1.conv1.weight,0.45,92.05,99.74,0.2709006160497665,0.0027725095860660076
module.layer1.1.conv1.weight,0.5,92.09,99.75,0.2751554254442454,0.0027725095860660076
module.layer1.1.conv1.weight,0.55,92.07,99.75,0.2805065020918845,0.0027725095860660076
module.layer1.1.conv1.weight,0.6000000000000001,92.07,99.76,0.2713294867426157,0.0027725095860660076
module.layer1.1.conv1.weight,0.65,92.04,99.76,0.27689226120710375,0.0027725095860660076
module.layer1.1.conv1.weight,0.7000000000000001,91.94,99.76,0.27288751266896716,0.0027725095860660076
module.layer1.1.conv1.weight,0.75,91.9,99.77000000000001,0.2896745685487986,0.0027725095860660076
module.layer1.1.conv1.weight,0.8,91.85,99.72999999999999,0.28774639330804347,0.0027725095860660076
module.layer1.1.conv1.weight,0.8500000000000001,91.61,99.69,0.29030104838311666,0.0027725095860660076
module.layer1.1.conv1.weight,0.9,91.08000000000001,99.67,0.30056066960096356,0.0027725095860660076
module.layer1.1.conv2.weight,0.0,92.12,99.74,0.27720137797296046,0.002291484037414193
module.layer1.1.conv2.weight,0.05,92.12,99.74,0.27885986156761644,0.002291484037414193
module.layer1.1.conv2.weight,0.1,92.12,99.74,0.27171460725367064,0.002291484037414193
module.layer1.1.conv2.weight,0.15000000000000002,92.11,99.74,0.2751523576676846,0.002291484037414193
module.layer1.1.conv2.weight,0.2,92.12,99.74,0.28005380816757675,0.002291484037414193
module.layer1.1.conv2.weight,0.25,92.09,99.74,0.2802706435322762,0.002291484037414193
module.layer1.1.conv2.weight,0.30000000000000004,92.11,99.74,0.2774563997983932,0.002291484037414193
module.layer1.1.conv2.weight,0.35000000000000003,92.11,99.74,0.2721926469355821,0.002291484037414193
module.layer1.1.conv2.weight,0.4,92.11,99.74,0.2726416163146495,0.002291484037414193
module.layer1.1.conv2.weight,0.45,92.10000000000001,99.74,0.272552863880992,0.002291484037414193
module.layer1.1.conv2.weight,0.5,92.08,99.74,0.28266732171177866,0.002291484037414193
module.layer1.1.conv2.weight,0.55,92.09,99.75,0.2736790485680104,0.002291484037414193
module.layer1.1.conv2.weight,0.6000000000000001,92.03,99.75,0.2712268993258476,0.002291484037414193
module.layer1.1.conv2.weight,0.65,92.08,99.75,0.28547377884387976,0.002291484037414193
module.layer1.1.conv2.weight,0.7000000000000001,92.08,99.75,0.2814363941550254,0.002291484037414193
module.layer1.1.conv2.weight,0.75,92.15,99.75,0.28427309952676294,0.002291484037414193
module.layer1.1.conv2.weight,0.8,92.05,99.75,0.2870217707008123,0.002291484037414193
module.layer1.1.conv2.weight,0.8500000000000001,91.86999999999999,99.72999999999999,0.2818228602409363,0.002291484037414193
module.layer1.1.conv2.weight,0.9,91.52,99.71,0.30077850744128226,0.002291484037414193
module.layer1.1.conv3.weight,0.0,92.12,99.74,0.27444383464753624,0.002740944270044565
module.layer1.1.conv3.weight,0.05,92.12,99.74,0.2752142339944841,0.002740944270044565
module.layer1.1.conv3.weight,0.1,92.12,99.74,0.28287801519036293,0.002740944270044565
module.layer1.1.conv3.weight,0.15000000000000002,92.12,99.74,0.27225049808621404,0.002740944270044565
module.layer1.1.conv3.weight,0.2,92.12,99.74,0.27300452627241617,0.002740944270044565
module.layer1.1.conv3.weight,0.25,92.12,99.74,0.2711078222841024,0.002740944270044565
module.layer1.1.conv3.weight,0.30000000000000004,92.12,99.74,0.27127197608351716,0.002740944270044565
module.layer1.1.conv3.weight,0.35000000000000003,92.12,99.74,0.27797988951206204,0.002740944270044565
module.layer1.1.conv3.weight,0.4,92.12,99.74,0.28070651702582833,0.002740944270044565
module.layer1.1.conv3.weight,0.45,92.12,99.74,0.2742625728249549,0.002740944270044565
module.layer1.1.conv3.weight,0.5,92.13,99.74,0.271645363792777,0.002740944270044565
module.layer1.1.conv3.weight,0.55,92.12,99.74,0.27074573747813696,0.002740944270044565
module.layer1.1.conv3.weight,0.6000000000000001,92.12,99.74,0.2809961594641209,0.002740944270044565
module.layer1.1.conv3.weight,0.65,92.11,99.74,0.27090373970568177,0.002740944270044565
module.layer1.1.conv3.weight,0.7000000000000001,92.13,99.74,0.27354408986866474,0.002740944270044565
module.layer1.1.conv3.weight,0.75,92.09,99.74,0.2743301093578339,0.002740944270044565
module.layer1.1.conv3.weight,0.8,92.07,99.75,0.2752582401037217,0.002740944270044565
module.layer1.1.conv3.weight,0.8500000000000001,92.08,99.75,0.2728928670287132,0.002740944270044565
module.layer1.1.conv3.weight,0.9,92.10000000000001,99.75,0.2783324547111989,0.002740944270044565
module.layer1.2.conv1.weight,0.0,92.12,99.74,0.2820455338805915,0.0036173933185636997
module.layer1.2.conv1.weight,0.05,92.13,99.74,0.27214944846928113,0.0036173933185636997
module.layer1.2.conv1.weight,0.1,92.11,99.74,0.2705497067421675,0.0036173933185636997
module.layer1.2.conv1.weight,0.15000000000000002,92.11,99.74,0.2775588072836401,0.0036173933185636997
module.layer1.2.conv1.weight,0.2,92.12,99.74,0.27228740379214283,0.0036173933185636997
module.layer1.2.conv1.weight,0.25,92.09,99.74,0.27264778576791293,0.0036173933185636997
module.layer1.2.conv1.weight,0.30000000000000004,92.09,99.74,0.280474066361785,0.0036173933185636997
module.layer1.2.conv1.weight,0.35000000000000003,92.08,99.74,0.2755171958357096,0.0036173933185636997
module.layer1.2.conv1.weight,0.4,92.0,99.75,0.2832405056804418,0.0036173933185636997
module.layer1.2.conv1.weight,0.45,92.04,99.75,0.2779378149658442,0.0036173933185636997
module.layer1.2.conv1.weight,0.5,92.03,99.75,0.2780039954930544,0.0036173933185636997
module.layer1.2.conv1.weight,0.55,92.0,99.75,0.2760099958628416,0.0036173933185636997
module.layer1.2.conv1.weight,0.6000000000000001,91.95,99.76,0.2732617180794478,0.0036173933185636997
module.layer1.2.conv1.weight,0.65,91.93,99.75,0.27588584944605826,0.0036173933185636997
module.layer1.2.conv1.weight,0.7000000000000001,91.82000000000001,99.75,0.28441401943564415,0.0036173933185636997
module.layer1.2.conv1.weight,0.75,91.75,99.72999999999999,0.2870143536478281,0.0036173933185636997
module.layer1.2.conv1.weight,0.8,91.53999999999999,99.74,0.28630999699234966,0.0036173933185636997
module.layer1.2.conv1.weight,0.8500000000000001,91.02,99.7,0.30576812848448753,0.0036173933185636997
module.layer1.2.conv1.weight,0.9,90.55,99.67,0.32816612273454665,0.0036173933185636997
module.layer1.2.conv2.weight,0.0,92.12,99.74,0.2728899016976357,0.0031808125786483288
module.layer1.2.conv2.weight,0.05,92.12,99.74,0.28102114684879775,0.0031808125786483288
module.layer1.2.conv2.weight,0.1,92.12,99.74,0.2842998061329126,0.0031808125786483288
module.layer1.2.conv2.weight,0.15000000000000002,92.11,99.74,0.2780772365629674,0.0031808125786483288
module.layer1.2.conv2.weight,0.2,92.13,99.74,0.2794341575354337,0.0031808125786483288
module.layer1.2.conv2.weight,0.25,92.15,99.74,0.2772519014775754,0.0031808125786483288
module.layer1.2.conv2.weight,0.30000000000000004,92.14,99.74,0.28907260820269576,0.0031808125786483288
module.layer1.2.conv2.weight,0.35000000000000003,92.14,99.74,0.2764502629637719,0.0031808125786483288
module.layer1.2.conv2.weight,0.4,92.16,99.74,0.2707454852759838,0.0031808125786483288
module.layer1.2.conv2.weight,0.45,92.17,99.74,0.2798083972185851,0.0031808125786483288
module.layer1.2.conv2.weight,0.5,92.15,99.74,0.2813473396003246,0.0031808125786483288
module.layer1.2.conv2.weight,0.55,92.15,99.74,0.27819958254694943,0.0031808125786483288
module.layer1.2.conv2.weight,0.6000000000000001,92.11,99.75,0.28052045591175545,0.0031808125786483288
module.layer1.2.conv2.weight,0.65,92.10000000000001,99.75,0.27119661942124373,0.0031808125786483288
module.layer1.2.conv2.weight,0.7000000000000001,92.07,99.72999999999999,0.2799750991165638,0.0031808125786483288
module.layer1.2.conv2.weight,0.75,92.04,99.72999999999999,0.2731569923460485,0.0031808125786483288
module.layer1.2.conv2.weight,0.8,92.07,99.72999999999999,0.2830925684422254,0.0031808125786483288
module.layer1.2.conv2.weight,0.8500000000000001,92.03,99.7,0.29512380771338953,0.0031808125786483288
module.layer1.2.conv2.weight,0.9,91.74,99.69,0.3072709579020739,0.0031808125786483288
module.layer1.2.conv3.weight,0.0,92.12,99.74,0.2772974118590354,0.003061869414523244
module.layer1.2.conv3.weight,0.05,92.12,99.74,0.27636332437396055,0.003061869414523244
module.layer1.2.conv3.weight,0.1,92.12,99.74,0.27651959545910354,0.003061869414523244
module.layer1.2.conv3.weight,0.15000000000000002,92.12,99.74,0.27568934895098207,0.003061869414523244
module.layer1.2.conv3.weight,0.2,92.12,99.74,0.272117505595088,0.003061869414523244
module.layer1.2.conv3.weight,0.25,92.12,99.74,0.27335335090756413,0.003061869414523244
module.layer1.2.conv3.weight,0.30000000000000004,92.12,99.74,0.2737277183681726,0.003061869414523244
module.layer1.2.conv3.weight,0.35000000000000003,92.12,99.74,0.27904536537826063,0.003061869414523244
module.layer1.2.conv3.weight,0.4,92.12,99.74,0.28808965571224693,0.003061869414523244
module.layer1.2.conv3.weight,0.45,92.12,99.74,0.28088841103017326,0.003061869414523244
module.layer1.2.conv3.weight,0.5,92.11,99.74,0.27462738454341884,0.003061869414523244
module.layer1.2.conv3.weight,0.55,92.11,99.74,0.2713002238422633,0.003061869414523244
module.layer1.2.conv3.weight,0.6000000000000001,92.10000000000001,99.74,0.2814459983259439,0.003061869414523244
module.layer1.2.conv3.weight,0.65,92.10000000000001,99.74,0.28407247066497815,0.003061869414523244
module.layer1.2.conv3.weight,0.7000000000000001,92.10000000000001,99.74,0.28436481952667236,0.003061869414523244
module.layer1.2.conv3.weight,0.75,92.08,99.74,0.2808500055223702,0.003061869414523244
module.layer1.2.conv3.weight,0.8,92.06,99.74,0.2718292500823736,0.003061869414523244
module.layer1.2.conv3.weight,0.8500000000000001,92.11,99.74,0.2870449468493462,0.003061869414523244
module.layer1.2.conv3.weight,0.9,92.03,99.74,0.271591205894947,0.003061869414523244
module.layer2.0.conv1.weight,0.0,92.12,99.74,0.2714577570557594,0.004130643792450428
module.layer2.0.conv1.weight,0.05,92.12,99.74,0.2710186265408993,0.004130643792450428
module.layer2.0.conv1.weight,0.1,92.13,99.74,0.2744383566081525,0.004130643792450428
module.layer2.0.conv1.weight,0.15000000000000002,92.15,99.74,0.2737459890544414,0.004130643792450428
module.layer2.0.conv1.weight,0.2,92.10000000000001,99.74,0.2798988547176122,0.004130643792450428
module.layer2.0.conv1.weight,0.25,92.07,99.74,0.2747073967009784,0.004130643792450428
module.layer2.0.conv1.weight,0.30000000000000004,92.06,99.74,0.27108327113091946,0.004130643792450428
module.layer2.0.conv1.weight,0.35000000000000003,92.10000000000001,99.75,0.2766099594533443,0.004130643792450428
module.layer2.0.conv1.weight,0.4,92.09,99.75,0.27215668112039565,0.004130643792450428
module.layer2.0.conv1.weight,0.45,92.11,99.75,0.2749919667840004,0.004130643792450428
module.layer2.0.conv1.weight,0.5,92.09,99.72999999999999,0.27685756161808955,0.004130643792450428
module.layer2.0.conv1.weight,0.55,92.08,99.72999999999999,0.27395762577652927,0.004130643792450428
module.layer2.0.conv1.weight,0.6000000000000001,92.21000000000001,99.72999999999999,0.28528131395578377,0.004130643792450428
module.layer2.0.conv1.weight,0.65,92.25999999999999,99.74,0.27161947228014477,0.004130643792450428
module.layer2.0.conv1.weight,0.7000000000000001,92.12,99.72999999999999,0.27817775309085846,0.004130643792450428
module.layer2.0.conv1.weight,0.75,91.9,99.72999999999999,0.2836895126849413,0.004130643792450428
module.layer2.0.conv1.weight,0.8,91.64,99.72999999999999,0.29465086199343204,0.004130643792450428
module.layer2.0.conv1.weight,0.8500000000000001,90.63,99.64,0.33665623739361755,0.004130643792450428
module.layer2.0.conv1.weight,0.9,88.49000000000001,99.5,0.3868020690977573,0.004130643792450428
module.layer2.0.conv2.weight,0.0,92.12,99.74,0.2722150389105081,0.0026055299676954746
module.layer2.0.conv2.weight,0.05,92.11,99.74,0.2813335254788399,0.0026055299676954746
module.layer2.0.conv2.weight,0.1,92.11,99.74,0.2802877433598041,0.0026055299676954746
module.layer2.0.conv2.weight,0.15000000000000002,92.10000000000001,99.74,0.28108728006482125,0.0026055299676954746
module.layer2.0.conv2.weight,0.2,92.08,99.74,0.27235918827354905,0.0026055299676954746
module.layer2.0.conv2.weight,0.25,92.09,99.74,0.27619176916778093,0.0026055299676954746
module.layer2.0.conv2.weight,0.30000000000000004,92.12,99.74,0.2731832966208458,0.0026055299676954746
module.layer2.0.conv2.weight,0.35000000000000003,92.13,99.74,0.2734958291053772,0.0026055299676954746
module.layer2.0.conv2.weight,0.4,92.06,99.72999999999999,0.2784227821975946,0.0026055299676954746
module.layer2.0.conv2.weight,0.45,92.04,99.74,0.2738162636756898,0.0026055299676954746
module.layer2.0.conv2.weight,0.5,92.04,99.75,0.27860245965421204,0.0026055299676954746
module.layer2.0.conv2.weight,0.55,92.02,99.76,0.2761527188122273,0.0026055299676954746
module.layer2.0.conv2.weight,0.6000000000000001,91.97999999999999,99.76,0.2899992909282446,0.0026055299676954746
module.layer2.0.conv2.weight,0.65,91.89,99.76,0.27612321488559244,0.0026055299676954746
module.layer2.0.conv2.weight,0.7000000000000001,91.88000000000001,99.72999999999999,0.28151460886001584,0.0026055299676954746
module.layer2.0.conv2.weight,0.75,91.84,99.72,0.286556014791131,0.0026055299676954746
module.layer2.0.conv2.weight,0.8,91.64,99.71,0.2923884432762861,0.0026055299676954746
module.layer2.0.conv2.weight,0.8500000000000001,91.28,99.64,0.3081532545387745,0.0026055299676954746
module.layer2.0.conv2.weight,0.9,90.39,99.53999999999999,0.33883188590407376,0.0026055299676954746
module.layer2.0.conv3.weight,0.0,92.12,99.74,0.27286100350320347,0.0033111684024333954
module.layer2.0.conv3.weight,0.05,92.12,99.74,0.2751485209912061,0.0033111684024333954
module.layer2.0.conv3.weight,0.1,92.12,99.74,0.27635803557932365,0.0033111684024333954
module.layer2.0.conv3.weight,0.15000000000000002,92.11,99.74,0.27105257324874404,0.0033111684024333954
module.layer2.0.conv3.weight,0.2,92.13,99.74,0.27716074064373963,0.0033111684024333954
module.layer2.0.conv3.weight,0.25,92.12,99.75,0.28334163278341284,0.0033111684024333954
module.layer2.0.conv3.weight,0.30000000000000004,92.12,99.75,0.2726271785795688,0.0033111684024333954
module.layer2.0.conv3.weight,0.35000000000000003,92.14,99.74,0.27856029495596885,0.0033111684024333954
module.layer2.0.conv3.weight,0.4,92.17,99.76,0.270774034783244,0.0033111684024333954
module.layer2.0.conv3.weight,0.45,92.17,99.76,0.27565148510038845,0.0033111684024333954
module.layer2.0.conv3.weight,0.5,92.16,99.74,0.2914153270423413,0.0033111684024333954
module.layer2.0.conv3.weight,0.55,92.15,99.75,0.2845140267163515,0.0033111684024333954
module.layer2.0.conv3.weight,0.6000000000000001,92.02,99.75,0.28088245838880543,0.0033111684024333954
module.layer2.0.conv3.weight,0.65,91.97,99.75,0.2812610018998385,0.0033111684024333954
module.layer2.0.conv3.weight,0.7000000000000001,92.04,99.75,0.27248039580881595,0.0033111684024333954
module.layer2.0.conv3.weight,0.75,91.97,99.75,0.2745062079280615,0.0033111684024333954
module.layer2.0.conv3.weight,0.8,91.75999999999999,99.74,0.2823698457330466,0.0033111684024333954
module.layer2.0.conv3.weight,0.8500000000000001,91.39,99.69,0.29475081488490096,0.0033111684024333954
module.layer2.0.conv3.weight,0.9,90.2,99.61,0.33670684508979315,0.0033111684024333954
module.layer2.0.downsample.0.weight,0.0,92.12,99.74,0.28078239075839523,0.002616278361529112
module.layer2.0.downsample.0.weight,0.05,92.12,99.74,0.29292699731886396,0.002616278361529112
module.layer2.0.downsample.0.weight,0.1,92.12,99.74,0.2749680060893297,0.002616278361529112
module.layer2.0.downsample.0.weight,0.15000000000000002,92.12,99.74,0.27463538497686385,0.002616278361529112
module.layer2.0.downsample.0.weight,0.2,92.12,99.74,0.27955007776618007,0.002616278361529112
module.layer2.0.downsample.0.weight,0.25,92.12,99.75,0.277206503227353,0.002616278361529112
module.layer2.0.downsample.0.weight,0.30000000000000004,92.12,99.75,0.2790510043501854,0.002616278361529112
module.layer2.0.downsample.0.weight,0.35000000000000003,92.09,99.74,0.27763335704803466,0.002616278361529112
module.layer2.0.downsample.0.weight,0.4,92.14,99.75,0.27808590941131134,0.002616278361529112
module.layer2.0.downsample.0.weight,0.45,92.17,99.75,0.2770092565566302,0.002616278361529112
module.layer2.0.downsample.0.weight,0.5,92.14,99.74,0.27000681497156614,0.002616278361529112
module.layer2.0.downsample.0.weight,0.55,92.14,99.75,0.27353248894214627,0.002616278361529112
module.layer2.0.downsample.0.weight,0.6000000000000001,92.10000000000001,99.77000000000001,0.2702363193035125,0.002616278361529112
module.layer2.0.downsample.0.weight,0.65,92.12,99.77000000000001,0.28480310402810566,0.002616278361529112
module.layer2.0.downsample.0.weight,0.7000000000000001,92.14,99.76,0.2715697672218084,0.002616278361529112
module.layer2.0.downsample.0.weight,0.75,92.09,99.76,0.2833800956606865,0.002616278361529112
module.layer2.0.downsample.0.weight,0.8,91.78999999999999,99.74,0.28692210726439954,0.002616278361529112
module.layer2.0.downsample.0.weight,0.8500000000000001,91.32000000000001,99.72,0.2963517881929876,0.002616278361529112
module.layer2.0.downsample.0.weight,0.9,89.53999999999999,99.67,0.36752731241285796,0.002616278361529112
module.layer2.1.conv1.weight,0.0,92.12,99.74,0.2799135092645884,0.002088866662234068
module.layer2.1.conv1.weight,0.05,92.12,99.74,0.2819565437734127,0.002088866662234068
module.layer2.1.conv1.weight,0.1,92.12,99.74,0.2844452869147062,0.002088866662234068
module.layer2.1.conv1.weight,0.15000000000000002,92.13,99.74,0.2845879670232535,0.002088866662234068
module.layer2.1.conv1.weight,0.2,92.12,99.74,0.2815186586230992,0.002088866662234068
module.layer2.1.conv1.weight,0.25,92.13,99.74,0.2714096371084451,0.002088866662234068
module.layer2.1.conv1.weight,0.30000000000000004,92.11,99.74,0.2745982054620982,0.002088866662234068
module.layer2.1.conv1.weight,0.35000000000000003,92.11,99.74,0.27122845016419894,0.002088866662234068
module.layer2.1.conv1.weight,0.4,92.08,99.75,0.28402329050004477,0.002088866662234068
module.layer2.1.conv1.weight,0.45,92.03,99.75,0.27654484808444973,0.002088866662234068
module.layer2.1.conv1.weight,0.5,92.05,99.75,0.27522141076624396,0.002088866662234068
module.layer2.1.conv1.weight,0.55,92.05,99.74,0.28404530994594096,0.002088866662234068
module.layer2.1.conv1.weight,0.6000000000000001,92.06,99.74,0.27150150276720525,0.002088866662234068
module.layer2.1.conv1.weight,0.65,92.02,99.76,0.285242972895503,0.002088866662234068
module.layer2.1.conv1.weight,0.7000000000000001,91.97999999999999,99.76,0.2761205155402422,0.002088866662234068
module.layer2.1.conv1.weight,0.75,91.97999999999999,99.75,0.2806139200925826,0.002088866662234068
module.layer2.1.conv1.weight,0.8,91.91,99.76,0.2835881318897009,0.002088866662234068
module.layer2.1.conv1.weight,0.8500000000000001,91.82000000000001,99.75,0.28832774683833134,0.002088866662234068
module.layer2.1.conv1.weight,0.9,91.56,99.74,0.2847252316772938,0.002088866662234068
module.layer2.1.conv2.weight,0.0,92.12,99.74,0.27070226259529595,0.002132704947143793
module.layer2.1.conv2.weight,0.05,92.13,99.74,0.27263476699590683,0.002132704947143793
module.layer2.1.conv2.weight,0.1,92.12,99.74,0.27570772282779216,0.002132704947143793
module.layer2.1.conv2.weight,0.15000000000000002,92.10000000000001,99.74,0.27761633694171906,0.002132704947143793
module.layer2.1.conv2.weight,0.2,92.10000000000001,99.74,0.2775934357196093,0.002132704947143793
module.layer2.1.conv2.weight,0.25,92.10000000000001,99.74,0.27651064991950997,0.002132704947143793
module.layer2.1.conv2.weight,0.30000000000000004,92.11,99.74,0.28313800953328605,0.002132704947143793
module.layer2.1.conv2.weight,0.35000000000000003,92.10000000000001,99.74,0.27573709897696963,0.002132704947143793
module.layer2.1.conv2.weight,0.4,92.13,99.75,0.2792261376976967,0.002132704947143793
module.layer2.1.conv2.weight,0.45,92.14,99.75,0.2795352760702371,0.002132704947143793
module.layer2.1.conv2.weight,0.5,92.11,99.75,0.285035165771842,0.002132704947143793
module.layer2.1.conv2.weight,0.55,92.11,99.75,0.27228750791400663,0.002132704947143793
module.layer2.1.conv2.weight,0.6000000000000001,92.08,99.75,0.2756587073206901,0.002132704947143793
module.layer2.1.conv2.weight,0.65,92.10000000000001,99.74,0.2835446983575821,0.002132704947143793
module.layer2.1.conv2.weight,0.7000000000000001,92.05,99.74,0.27593806609511373,0.002132704947143793
module.layer2.1.conv2.weight,0.75,92.0,99.74,0.27524675168097007,0.002132704947143793
module.layer2.1.conv2.weight,0.8,91.96,99.75,0.28106868751347075,0.002132704947143793
module.layer2.1.conv2.weight,0.8500000000000001,91.73,99.72999999999999,0.29360296949744236,0.002132704947143793
module.layer2.1.conv2.weight,0.9,91.3,99.71,0.29872704930603516,0.002132704947143793
module.layer2.1.conv3.weight,0.0,92.12,99.74,0.2773605413734913,0.0027572792023420334
module.layer2.1.conv3.weight,0.05,92.12,99.74,0.27066233456134786,0.0027572792023420334
module.layer2.1.conv3.weight,0.1,92.12,99.74,0.2808376900851727,0.0027572792023420334
module.layer2.1.conv3.weight,0.15000000000000002,92.12,99.74,0.2773380406200885,0.0027572792023420334
module.layer2.1.conv3.weight,0.2,92.12,99.74,0.2750410459935665,0.0027572792023420334
module.layer2.1.conv3.weight,0.25,92.11,99.74,0.2761355809867381,0.0027572792023420334
module.layer2.1.conv3.weight,0.30000000000000004,92.11,99.74,0.28197465986013415,0.0027572792023420334
module.layer2.1.conv3.weight,0.35000000000000003,92.12,99.74,0.28118079304695126,0.0027572792023420334
module.layer2.1.conv3.weight,0.4,92.13,99.74,0.2732659172266722,0.0027572792023420334
module.layer2.1.conv3.weight,0.45,92.12,99.74,0.2766892451792955,0.0027572792023420334
module.layer2.1.conv3.weight,0.5,92.10000000000001,99.74,0.2827362462878228,0.0027572792023420334
module.layer2.1.conv3.weight,0.55,92.09,99.74,0.2785908598452806,0.0027572792023420334
module.layer2.1.conv3.weight,0.6000000000000001,92.11,99.75,0.2829973805695773,0.0027572792023420334
module.layer2.1.conv3.weight,0.65,92.07,99.74,0.2811861209571362,0.0027572792023420334
module.layer2.1.conv3.weight,0.7000000000000001,92.15,99.74,0.28224253654479986,0.0027572792023420334
module.layer2.1.conv3.weight,0.75,92.07,99.74,0.27621774896979323,0.0027572792023420334
module.layer2.1.conv3.weight,0.8,92.11,99.76,0.2747987575829029,0.0027572792023420334
module.layer2.1.conv3.weight,0.8500000000000001,91.99,99.77000000000001,0.28058856278657907,0.0027572792023420334
module.layer2.1.conv3.weight,0.9,91.96,99.72999999999999,0.2815386895090342,0.0027572792023420334
module.layer2.2.conv1.weight,0.0,92.12,99.74,0.2798939034342767,0.0030559648294001818
module.layer2.2.conv1.weight,0.05,92.12,99.74,0.28010282181203366,0.0030559648294001818
module.layer2.2.conv1.weight,0.1,92.10000000000001,99.74,0.27068044394254687,0.0030559648294001818
module.layer2.2.conv1.weight,0.15000000000000002,92.10000000000001,99.75,0.2738036550581456,0.0030559648294001818
module.layer2.2.conv1.weight,0.2,92.10000000000001,99.75,0.2748126983642578,0.0030559648294001818
module.layer2.2.conv1.weight,0.25,92.10000000000001,99.75,0.27847165763378146,0.0030559648294001818
module.layer2.2.conv1.weight,0.30000000000000004,92.11,99.75,0.2711384050548077,0.0030559648294001818
module.layer2.2.conv1.weight,0.35000000000000003,92.08,99.75,0.2783716656267643,0.0030559648294001818
module.layer2.2.conv1.weight,0.4,92.10000000000001,99.75,0.27520476169884206,0.0030559648294001818
module.layer2.2.conv1.weight,0.45,92.01,99.75,0.2761956308037043,0.0030559648294001818
module.layer2.2.conv1.weight,0.5,92.01,99.74,0.27581472359597686,0.0030559648294001818
module.layer2.2.conv1.weight,0.55,92.03,99.74,0.27875311076641085,0.0030559648294001818
module.layer2.2.conv1.weight,0.6000000000000001,91.95,99.75,0.28835308067500587,0.0030559648294001818
module.layer2.2.conv1.weight,0.65,91.97999999999999,99.72,0.27739519327878953,0.0030559648294001818
module.layer2.2.conv1.weight,0.7000000000000001,91.96,99.72999999999999,0.28312766626477237,0.0030559648294001818
module.layer2.2.conv1.weight,0.75,91.86999999999999,99.74,0.28748949095606796,0.0030559648294001818
module.layer2.2.conv1.weight,0.8,91.68,99.72999999999999,0.2887632064521313,0.0030559648294001818
